date,ems_calls,tmax,tmin,prcp,hospital_utilization,disaster_flag,heat_risk
2025-10-30,644,62.0,55.0,0.0,,0,True
2025-10-31,710,68.0,53.0,0.0,,0,True
2025-11-01,684,65.0,53.0,0.0,,0,True
2025-11-02,698,72.0,55.0,0.0,,0,True
2025-11-03,624,62.0,52.0,0.0,,0,True
2025-11-04,645,69.0,56.0,0.0,,0,True
2025-11-05,565,65.0,51.0,0.08,,0,True
2025-11-06,682,64.0,55.0,0.0,,0,True
2025-11-07,700,65.0,54.0,0.0,,0,True
2025-11-08,697,72.0,55.0,0.0,,0,True
2025-11-09,644,76.0,59.0,0.0,,0,True
2025-11-10,705,77.0,59.0,0.0,,0,True
2025-11-11,631,69.0,57.0,0.0,,0,True
2025-11-12,581,66.0,58.0,0.0,,0,True
2025-11-13,583,66.0,58.0,1.28,,0,True
2025-11-14,679,63.0,55.0,0.0,,0,True
2025-11-15,649,63.0,56.0,0.03,,0,True
2025-11-16,622,62.0,55.0,0.2,,0,True
2025-11-17,636,56.0,51.0,0.67,,0,True
2025-11-18,685,61.0,50.0,0.0,,0,True
2025-11-19,574,59.0,53.0,0.0,,0,True
2025-11-20,598,58.0,51.0,0.26,,0,True
2025-11-21,647,64.0,48.0,0.0,,0,True
2025-11-22,631,66.0,49.0,0.0,,0,True
2025-11-23,626,59.0,51.0,0.0,,0,True
2025-11-24,566,60.0,52.0,0.0,,0,True
2025-11-25,593,58.0,49.0,0.0,,0,True
2025-11-26,684,59.0,48.0,0.0,,0,True
2025-11-27,460,55.0,47.0,0.0,,0,True
2025-11-28,584,52.0,46.0,0.0,,0,True
2025-11-29,496,55.0,45.0,0.0,,0,True
2025-11-30,577,50.0,46.0,0.0,,0,True
2025-12-01,612,53.0,45.0,0.0,,0,True
2025-12-02,696,62.0,48.0,0.0,,0,True
2025-12-03,681,64.0,47.0,0.0,,0,True
2025-12-04,636,57.0,46.0,0.0,,0,True
2025-12-05,702,52.0,45.0,0.0,,0,True
2025-12-06,666,51.0,44.0,0.0,,0,True
2025-12-07,558,51.0,44.0,0.0,,0,True
2025-12-08,674,52.0,45.0,0.0,,0,True
2025-12-09,633,51.0,44.0,0.0,,0,True
2025-12-10,631,51.0,45.0,0.0,,0,True
2025-12-11,624,52.0,44.0,0.0,,0,True
2025-12-12,756,52.0,44.0,0.0,,0,True
2025-12-13,671,52.0,41.0,0.0,,0,True
2025-12-14,638,49.0,42.0,0.0,,0,True
2025-12-15,719,54.0,42.0,0.0,,0,True
2025-12-16,646,58.0,46.0,0.0,,0,True
2025-12-17,680,61.0,51.0,0.23,,0,True
2025-12-18,745,58.0,48.0,0.0,,0,True
2025-12-19,682,63.0,53.0,0.39,,0,True
2025-12-20,747,62.0,57.0,0.14,,0,True
2025-12-21,625,63.0,58.0,0.25,,0,True
2025-12-22,727,61.0,56.0,1.82,,0,True
2025-12-23,655,62.0,56.0,0.19,,0,True
2025-12-24,631,61.0,55.0,0.73,,0,True
2025-12-25,520,61.0,51.0,0.68,,0,True
2025-12-26,568,59.0,50.0,0.43,,0,True
2025-12-27,603,55.0,47.0,0.0,,0,True
2025-12-28,581,58.0,45.0,0.0,,0,True
2025-12-29,622,61.0,48.0,0.0,,0,True
2025-12-30,614,54.0,43.0,0.0,,0,True
2025-12-31,686,53.0,49.0,0.54,,0,True
